Gene name,ensembl_gene_id,target_id,pval,qval,b,Log2
Ptgr1,ENSMUSG00000028378,ENSMUST00000030069.6,0.000000026,3.65257604632418E-06,1.8625325494,2.6870664726
Pnma1,ENSMUSG00000054383,ENSMUST00000061425.2,1.23653811725789E-05,0.0007318786,1.8546810823,2.6757391998
Polr3g,ENSMUSG00000035834,ENSMUST00000048993.11,7.27674759738935E-08,9.00633529150716E-06,1.8527925643,2.6730146443
Ccdc162,ENSMUSG00000075225,ENSMUST00000160002.7,2.0330478272776E-08,2.9186081993056E-06,1.8483730131,2.6666385798
Ncam1,ENSMUSG00000039542,ENSMUST00000194252.5,3.35580872923768E-07,3.37960562383855E-05,1.8406048133,2.6554314364
Myc,ENSMUSG00000022346,ENSMUST00000167731.7,1.62767882098056E-06,0.000129464,1.8315812589,2.6424131992
Hes6,ENSMUSG00000067071,ENSMUST00000126136.7,4.9684840163289E-07,4.66658694675515E-05,1.8252158444,2.6332298472
Tmcc1,ENSMUSG00000030126,ENSMUST00000204353.2,0.000173504,0.0064408039,1.8227197132,2.6296286911
S100a8,ENSMUSG00000056054,ENSMUST00000069927.9,0.0002449732,0.0084211313,1.8221983149,2.6288764724
Arpp21,ENSMUSG00000032503,ENSMUST00000161945.1,3.37126828228614E-05,0.0016907929,1.8213064967,2.6275898508
Atoh8,ENSMUSG00000037621,ENSMUST00000042646.7,1.45122678529164E-09,0.000000299,1.811870543,2.6139766472
Pvr,ENSMUSG00000040511,ENSMUST00000043517.7,1.24988768082396E-11,0.000000004,1.8106825735,2.6122627695
Rpl22,ENSMUSG00000028936,ENSMUST00000139685.7,9.51251938556308E-08,1.13043982405454E-05,1.7961922316,2.591357625
Rrad,ENSMUSG00000031880,ENSMUST00000034351.7,2.57520679034402E-06,0.0001926786,1.7872024449,2.5783881044
Errfi1,ENSMUSG00000028967,ENSMUST00000128640.7,6.10611945062697E-05,0.002773641,1.7866483317,2.577588688
Tln1,ENSMUSG00000028465,ENSMUST00000123985.1,1.91256189450885E-09,3.73852919696742E-07,1.7859193009,2.5765369188
Hoga1,ENSMUSG00000025176,ENSMUST00000081714.4,0.0018875354,0.0414545655,1.7854766585,2.5758983208
Cd27,ENSMUSG00000030336,ENSMUST00000032486.12,6.53247884665055E-07,5.83001960046119E-05,1.78291156,2.572197666
Rab44,ENSMUSG00000064147,ENSMUST00000087942.4,0.0008133899,0.0216848035,1.7764454786,2.5628690823
Tnfrsf23,ENSMUSG00000037613,ENSMUST00000035742.13,3.9017774233897E-20,4.39763522232388E-17,1.7723205907,2.556918127
Hip1r,ENSMUSG00000000915,ENSMUST00000167325.7,0.0022540914,0.047402138,1.7667304309,2.5488532312
Eda2r,ENSMUSG00000034457,ENSMUST00000037353.9,1.89736440232973E-11,5.94728310559839E-09,1.7596074727,2.5385769747
A930003A15Rik,ENSMUSG00000075330,ENSMUST00000100083.3,9.39828693357763E-12,3.09226989895906E-09,1.7529428789,2.5289619983
Ubxn4,ENSMUSG00000026353,ENSMUST00000187031.1,4.47666554692873E-05,0.0021441447,1.7483760023,2.5223733881
Cct5,ENSMUSG00000022234,ENSMUST00000161266.1,0.0005420256,0.0156870167,1.7438264371,2.515809753
Lpin2,ENSMUSG00000024052,ENSMUST00000129635.7,5.0962041063865E-18,4.35421322786471E-15,1.7389546293,2.50878122
Serpina3n,ENSMUSG00000021091,ENSMUST00000021506.5,4.28020606234512E-30,1.51156903827072E-26,1.738863641,2.5086499517
Zfp568,ENSMUSG00000074221,ENSMUST00000148442.7,0.0004742056,0.0141362376,1.7286549064,2.4939218608
Cdk5r1,ENSMUSG00000048895,ENSMUST00000053413.11,8.45304572130385E-08,1.02233605249915E-05,1.7244819543,2.4879015635
Sspo,ENSMUSG00000029797,ENSMUST00000185370.6,0.0001809853,0.0066624966,1.7214506316,2.4835282893
Nudcd1,ENSMUSG00000038736,ENSMUST00000038719.7,0.0018325858,0.0405165134,1.7100340535,2.4670576488
Cdkn1a,ENSMUSG00000023067,ENSMUST00000023829.6,2.68167092623625E-07,2.7908871115032E-05,1.6961717059,2.4470585085
Zdhhc24,ENSMUSG00000006463,ENSMUST00000162754.1,0.0002023968,0.0072688591,1.6909058996,2.439461556
Ivns1abp,ENSMUSG00000023150,ENSMUST00000111887.9,8.28488583654795E-06,0.0005187651,1.6887581563,2.4363630173
Fads3,ENSMUSG00000024664,ENSMUST00000115995.2,2.15584505526305E-24,4.56806320449797E-21,1.6859561192,2.4323205324
Gm10097,ENSMUSG00000096553,ENSMUST00000180100.1,0.0001965372,0.0071168283,1.682293106,2.4270359214
Ncam1,ENSMUSG00000039542,ENSMUST00000114476.7,3.33666761699137E-13,1.44879748913839E-10,1.6714717753,2.4114240412
Atp13a3,ENSMUSG00000022533,ENSMUST00000100013.8,2.63689206609322E-20,3.03661050906862E-17,1.6708879713,2.4105817901
Tnnt2,ENSMUSG00000026414,ENSMUST00000188098.1,0.0016758081,0.0378077446,1.6703453999,2.4097990251
Stx11,ENSMUSG00000039232,ENSMUST00000163425.8,0.0017919219,0.0397169368,1.6668194817,2.4047122003
Tgif1,ENSMUSG00000047407,ENSMUST00000190687.1,2.22876634705995E-06,0.0001702966,1.6584765208,2.3926758519
Myl4,ENSMUSG00000061086,ENSMUST00000155271.1,4.57455072609215E-05,0.0021809057,1.6538309386,2.3859736935
Zfp568,ENSMUSG00000074221,ENSMUST00000146074.7,2.23014153817918E-09,4.20417393957174E-07,1.6519812323,2.3833051315
Tas1r3,ENSMUSG00000029072,ENSMUST00000030949.3,1.68619938511554E-06,0.0001337171,1.6517669055,2.3829959232
1110002E22Rik,ENSMUSG00000090066,ENSMUST00000184925.1,7.32170957010791E-07,6.44273955244728E-05,1.6456886817,2.3742268999
Myl12a,ENSMUSG00000024048,ENSMUST00000126529.1,7.06744522577051E-10,1.55345965122299E-07,1.6361998615,2.3605374261
Sema3b,ENSMUSG00000057969,ENSMUST00000102530.7,1.76303766847457E-11,5.59241882707207E-09,1.6350040352,2.3588122135
Mapk4,ENSMUSG00000024558,ENSMUST00000091851.9,6.28172852800559E-07,5.6304907836555E-05,1.6284693249,2.3493846193
Blm,ENSMUSG00000030528,ENSMUST00000081314.10,0.000008673,0.0005373511,1.6181224559,2.3344572426
Ankrd10,ENSMUSG00000031508,ENSMUST00000169782.2,4.89330714161595E-37,3.24016449016027E-33,1.6138474456,2.3282897065
Sh3rf1,ENSMUSG00000031642,ENSMUST00000034060.6,3.19406694306822E-24,6.50766569904434E-21,1.6127528513,2.3267105408
Id2,ENSMUSG00000020644,ENSMUST00000020974.6,2.58570888698863E-19,2.58439163906507E-16,1.6098960903,2.3225891058
Sema3b,ENSMUSG00000057969,ENSMUST00000123926.7,5.95418757500373E-10,1.34217522727946E-07,1.6096514609,2.3222361802
Mybph,ENSMUSG00000042451,ENSMUST00000038445.12,6.9424513529066E-09,1.10439181837094E-06,1.6094389059,2.3219295281
Peg3,ENSMUSG00000002265,ENSMUST00000051209.10,1.66590073512234E-08,2.45815486466951E-06,1.6044567048,2.3147417313
Ugcg,ENSMUSG00000028381,ENSMUST00000030074.7,6.84474182835925E-08,8.5717850797559E-06,1.6039482656,2.3140082086
Eppk1,ENSMUSG00000115388,ENSMUST00000226781.2,3.76682785348848E-11,0.000000011,1.6039290929,2.3139805483
Stbd1,ENSMUSG00000047963,ENSMUST00000050952.3,9.14618593926707E-14,4.14103339966491E-11,1.5959798352,2.3025121936
Macf1,ENSMUSG00000028649,ENSMUST00000106213.7,1.11093679101091E-06,9.34121502067002E-05,1.5907882134,2.2950222665
Slc9a9,ENSMUSG00000031129,ENSMUST00000033463.9,1.44660366218176E-22,2.1894553084787E-19,1.5871702163,2.2898026002
Prkag3,ENSMUSG00000006542,ENSMUST00000159728.1,6.43657361444559E-05,0.0028773385,1.5808844729,2.2807341892
Ccl7,ENSMUSG00000035373,ENSMUST00000021011.2,2.85901495262733E-05,0.0014761267,1.5808113382,2.2806286783
Hip1r,ENSMUSG00000000915,ENSMUST00000000939.14,4.24070402288453E-08,5.66235448775206E-06,1.5767073506,2.2747078757
Tead4,ENSMUSG00000030353,ENSMUST00000006311.12,1.04509668889265E-17,8.26297117921049E-15,1.572891338,2.2692025331
Odc1,ENSMUSG00000011179,ENSMUST00000221613.1,0.0001399635,0.0054277358,1.5678639646,2.2619495665
Akt2,ENSMUSG00000004056,ENSMUST00000136981.1,4.1289717504869E-05,0.0020029672,1.5659553909,2.2591960767
St8sia2,ENSMUSG00000025789,ENSMUST00000026896.9,2.9224208925259E-09,5.21243777574998E-07,1.5607729401,2.2517193807
Abcc8,ENSMUSG00000040136,ENSMUST00000210637.1,0.0001946909,0.0070639446,1.5603696989,2.2511376266
Asf1b,ENSMUSG00000005470,ENSMUST00000005607.8,1.53502330826394E-05,0.0008800302,1.557635032,2.2471923362
Sema3f,ENSMUSG00000034684,ENSMUST00000080560.8,9.10809930279107E-25,2.0103472681948E-21,1.5574185374,2.2468800005
Ptrh1,ENSMUSG00000053746,ENSMUST00000066352.5,6.32911569595247E-10,1.41465082599869E-07,1.5539191264,2.2418314175
Banf1,ENSMUSG00000024844,ENSMUST00000170010.1,4.55117029494248E-06,0.0003090886,1.5537226951,2.2415480271
Mettl27,ENSMUSG00000040557,ENSMUST00000136246.4,0.0003760296,0.0117727046,1.5511857477,2.2378879857
Traf4,ENSMUSG00000017386,ENSMUST00000017530.3,9.19566941722615E-06,0.0005612007,1.5357438285,2.2156100055
Ilkap,ENSMUSG00000026309,ENSMUST00000187049.6,0.000000008,1.25950141705806E-06,1.52696282,2.2029416881
Sap30,ENSMUSG00000031609,ENSMUST00000034022.3,1.18824422012585E-16,8.06985398368289E-14,1.5239422401,2.1985839124
Shroom3,ENSMUSG00000029381,ENSMUST00000113054.8,0.0003490261,0.011013437,1.5178654003,2.1898168858
Gprc5c,ENSMUSG00000051043,ENSMUST00000122967.2,2.82622808358463E-09,5.05789798215299E-07,1.5145265434,2.1849999334
AC109138.2,ENSMUSG00000111640,ENSMUST00000216743.1,1.62226311723779E-06,0.0001292273,1.5057500398,2.1723381152
Arhgap28,ENSMUSG00000024043,ENSMUST00000024840.11,1.47967627508705E-05,0.0008575809,1.4968810236,2.1595428295
Musk,ENSMUSG00000057280,ENSMUST00000135879.1,0.0001842124,0.0067578132,1.4939536389,2.1553195062
Ngfr,ENSMUSG00000000120,ENSMUST00000000122.6,3.93628300611753E-13,1.69525788360215E-10,1.4921673061,2.1527423727
Ankrd10,ENSMUSG00000031508,ENSMUST00000211690.1,1.13101031250175E-21,1.49782523210388E-18,1.4832069811,2.1398153562
Scx,ENSMUSG00000034161,ENSMUST00000229271.1,1.88449096889064E-06,0.0001476733,1.4824716674,2.1387545229
Mre11a,ENSMUSG00000031928,ENSMUST00000034405.10,0.0002365432,0.0081844549,1.4817197453,2.1376697286
Camk2n2,ENSMUSG00000051146,ENSMUST00000052939.2,0.0013339175,0.0318093621,1.4805197403,2.1359384872
Slc38a9,ENSMUSG00000047789,ENSMUST00000223839.1,0.0020446268,0.0442985741,1.4804834822,2.1358861779
Cdc42,ENSMUSG00000006699,ENSMUST00000030417.9,1.59585101418211E-18,1.45753475472878E-15,1.4789268202,2.1336403894
Ran,ENSMUSG00000029430,ENSMUST00000111343.1,2.41149026793233E-05,0.0012761626,1.4740175519,2.1265578124
Sema3b,ENSMUSG00000057969,ENSMUST00000195472.1,0.0014564874,0.0341240623,1.4714532602,2.1228583214
Zim1,ENSMUSG00000002266,ENSMUST00000002336.15,1.33956359862052E-05,0.0007858328,1.4704176723,2.1213642839
Dusp2,ENSMUSG00000027368,ENSMUST00000028846.6,3.38610317291194E-07,3.40364408688167E-05,1.4620396139,2.1092773005
Eno1,ENSMUSG00000063524,ENSMUST00000130632.7,3.60031055841262E-06,0.0002546318,1.4590597722,2.1049782977
Eif6,ENSMUSG00000027613,ENSMUST00000109638.1,0.0021381664,0.0456346042,1.4586623415,2.1044049265
Rpl12,ENSMUSG00000038900,ENSMUST00000126610.1,6.05704974704534E-07,0.000054661,1.4577870827,2.1031421949
Rnaset2b,ENSMUSG00000094724,ENSMUST00000179728.1,0.0023945306,0.0496265537,1.4559492303,2.1004907344
Dapk2,ENSMUSG00000032380,ENSMUST00000034944.8,2.2707208942584E-11,0.000000007,1.451281633,2.0937568149
Sdf2l1,ENSMUSG00000022769,ENSMUST00000023453.8,6.82812249925002E-12,2.30386072071829E-09,1.4433604463,2.0823289581
Chrd,ENSMUSG00000006958,ENSMUST00000151150.1,3.73679309510822E-08,5.04972297518285E-06,1.4401378705,2.0776797639
Nsun2,ENSMUSG00000021595,ENSMUST00000022087.6,0.0018891161,0.0414720876,1.4377652947,2.0742568606
Shb,ENSMUSG00000044813,ENSMUST00000061986.11,0.0003938936,0.0121557575,1.4350615027,2.0703561133
4930539E08Rik,ENSMUSG00000048905,ENSMUST00000062357.5,4.61768451371713E-05,0.0021958043,1.4337595997,2.0684778643
Chrnb1,ENSMUSG00000041189,ENSMUST00000154816.1,1.5837099734005E-06,0.0001265368,1.4334147779,2.0679803917
Mrpl33,ENSMUSG00000106918,ENSMUST00000201483.3,7.78418673275471E-06,0.0004908949,1.4294099733,2.0622026799
Ampd3,ENSMUSG00000005686,ENSMUST00000106686.1,0.000170398,0.0063566871,1.4259649846,2.0572326117
Dlgap4,ENSMUSG00000061689,ENSMUST00000127944.8,1.82109961710165E-22,2.6796975004646E-19,1.424330949,2.0548751967
Trit1,ENSMUSG00000028653,ENSMUST00000102649.3,2.17668426185243E-10,5.38810726182752E-08,1.4242676127,2.0547838217
Arfgap3,ENSMUSG00000054277,ENSMUST00000067215.8,6.24405376617413E-09,1.00843371998641E-06,1.4223832455,2.0520652545
Tiam2,ENSMUSG00000023800,ENSMUST00000072156.6,0.000001957,0.0001524512,1.4204995379,2.0493476389
Chrnd,ENSMUSG00000026251,ENSMUST00000073252.8,4.02650706990916E-20,4.44366997946454E-17,1.4179790126,2.0457112896
Prune2,ENSMUSG00000039126,ENSMUST00000224117.1,0.0003062964,0.0099542559,1.417935196,2.0456480755
Col23a1,ENSMUSG00000063564,ENSMUST00000102765.8,2.49087943748857E-05,0.0013116238,1.416263346,2.0432361058
Klhdc8a,ENSMUSG00000042115,ENSMUST00000046071.4,1.35870749003756E-07,1.5346441763275E-05,1.4071045893,2.0300228131
Samd8,ENSMUSG00000021770,ENSMUST00000119430.2,5.43670314168383E-17,3.8399796736589E-14,1.4065729382,2.0292558026
Itgax,ENSMUSG00000030789,ENSMUST00000033053.7,9.38473169824038E-07,8.05733212724291E-05,1.4035297388,2.0248653939
Tmsb10,ENSMUSG00000079523,ENSMUST00000114049.1,0.0005125898,0.0149853305,1.4027423025,2.0237293634
Stam,ENSMUSG00000026718,ENSMUST00000156901.1,0.0016927294,0.0380598284,1.4024952563,2.0233729512
Mettl27,ENSMUSG00000040557,ENSMUST00000047196.13,1.30287009627015E-06,0.0001073358,1.396862447,2.0152465251
Panx1,ENSMUSG00000031934,ENSMUST00000169288.1,0.0005469929,0.015782056,1.3965103702,2.0147385856
Tead4,ENSMUSG00000030353,ENSMUST00000130454.7,1.54371053991749E-08,2.30636912437939E-06,1.3948009271,2.0122723806
Utrn,ENSMUSG00000019820,ENSMUST00000218635.1,0.0023578625,0.0490856971,1.3906360418,2.0062637212
Tlr4,ENSMUSG00000039005,ENSMUST00000107365.2,7.95913799528688E-05,0.0034417912,1.3878539514,2.0022500132
Bid,ENSMUSG00000004446,ENSMUST00000160684.7,3.03767481993681E-05,0.0015517333,1.3846890319,1.9976839995
Slc4a3,ENSMUSG00000006576,ENSMUST00000145516.1,5.14560352774053E-06,0.0003441642,1.3767309261,1.9862028798
Tgif1,ENSMUSG00000047407,ENSMUST00000135007.2,0.0019258538,0.0420693824,1.3757730601,1.9848209713
Sh3bp4,ENSMUSG00000036206,ENSMUST00000066279.10,3.29360089884888E-21,4.15409334320766E-18,1.3742002553,1.9825518935
Hes6,ENSMUSG00000067071,ENSMUST00000086851.1,4.71828896209434E-23,8.06264261900076E-20,1.3736225863,1.9817184933
Tgif1,ENSMUSG00000047407,ENSMUST00000059775.14,2.15407737142607E-07,2.30521092114249E-05,1.372057301,1.9794602639
Chrna1,ENSMUSG00000027107,ENSMUST00000028515.3,2.27693326779055E-31,9.27815276882066E-28,1.3577186288,1.9587739327
Slc4a3,ENSMUSG00000006576,ENSMUST00000132612.7,0.0005995153,0.0169557514,1.3512922884,1.9495026833
Wdr47,ENSMUSG00000040389,ENSMUST00000051145.14,2.23447520013586E-19,2.27628566878455E-16,1.3509286587,1.9489780764
Snai1,ENSMUSG00000042821,ENSMUST00000052631.7,0.0008352804,0.0220905183,1.3505734271,1.9484655857
Eif1a,ENSMUSG00000057561,ENSMUST00000078079.9,9.30457550531341E-05,0.0038688483,1.3478346875,1.9445144196
Ilkap,ENSMUSG00000026309,ENSMUST00000185886.6,7.626614537515E-06,0.0004826818,1.3476905475,1.9443064695
Wnk1,ENSMUSG00000045962,ENSMUST00000203335.1,1.74650687453323E-09,3.49123428923204E-07,1.3396130881,1.9326531589
Tjap1,ENSMUSG00000012296,ENSMUST00000225413.1,0.0003837171,0.0118938818,1.3329421093,1.9230289708
Jpt2,ENSMUSG00000024165,ENSMUST00000024981.7,1.40392761269391E-15,8.35620869968929E-13,1.3248756285,1.9113914991
Tmem189,ENSMUSG00000090213,ENSMUST00000006587.6,3.97538482452303E-05,0.0019426943,1.3163724717,1.8991240369
Lgals3,ENSMUSG00000050335,ENSMUST00000146468.3,9.68381573871979E-11,2.59081197538992E-08,1.3160189375,1.8986139948
Gpr155,ENSMUSG00000041762,ENSMUST00000131430.1,2.37376675303319E-05,0.0012612392,1.3108806738,1.8912010473
Porcn,ENSMUSG00000031169,ENSMUST00000122943.1,6.21626923270442E-07,5.59073735253058E-05,1.3108165121,1.8911084815
Pigw,ENSMUSG00000045140,ENSMUST00000108080.2,8.55668715271612E-05,0.0036232885,1.3068040325,1.885319697
Pbxip1,ENSMUSG00000042613,ENSMUST00000146630.7,0.00045814,0.0137501712,1.2985394718,1.8733964564
Rufy3,ENSMUSG00000029291,ENSMUST00000198965.4,5.77507361825733E-20,6.24332601591725E-17,1.2974496048,1.8718241107
Sema3f,ENSMUSG00000034684,ENSMUST00000192727.5,0.000000376,3.72323355391064E-05,1.2965895462,1.8705833083
Galns,ENSMUSG00000015027,ENSMUST00000015171.10,5.48417063651153E-06,0.0003640513,1.2962854858,1.8701446419
Fzd10,ENSMUSG00000081683,ENSMUST00000117102.3,2.57366122101175E-11,7.88061016535581E-09,1.2843346354,1.8529032093
Slc39a14,ENSMUSG00000022094,ENSMUST00000068044.13,0.001752006,0.0390610318,1.2807169619,1.8476840097
Ttll11,ENSMUSG00000026885,ENSMUST00000112976.8,6.03735455480177E-05,0.0027499293,1.2776123164,1.843204953
Anxa4,ENSMUSG00000029994,ENSMUST00000129772.1,0.0004827167,0.0143174436,1.2766735037,1.8418505326
Map4,ENSMUSG00000032479,ENSMUST00000169851.7,0.0002043843,0.0073203848,1.2734151859,1.8371497737
Tjap1,ENSMUSG00000012296,ENSMUST00000224404.1,0.0001561642,0.0059428797,1.270273463,1.8326172257
Sema3f,ENSMUSG00000034684,ENSMUST00000194039.5,1.72235505443613E-10,4.42904438342937E-08,1.2691058406,1.8309327025
Shq1,ENSMUSG00000035378,ENSMUST00000170667.7,0.0014382636,0.0338017479,1.2652464199,1.8253647356
Dis3,ENSMUSG00000033166,ENSMUST00000228643.1,3.54942812189512E-09,6.18499525990625E-07,1.2605166725,1.8185411524
Bmp2k,ENSMUSG00000034663,ENSMUST00000112974.5,5.4180700866228E-06,0.0003601147,1.2585190238,1.8156591546
Ilkap,ENSMUSG00000026309,ENSMUST00000187105.6,4.43015610952909E-09,7.59477862751083E-07,1.2565859274,1.8128702859
Hmox1,ENSMUSG00000005413,ENSMUST00000005548.7,3.71852219500401E-18,3.28302127059912E-15,1.2560539297,1.8121027754
Impdh1,ENSMUSG00000003500,ENSMUST00000078155.11,1.25924024490443E-11,0.000000004,1.2527404133,1.8073223818
Tbl2,ENSMUSG00000005374,ENSMUST00000005508.13,0.0007758509,0.0209049582,1.2519316689,1.8061556103
Fggy,ENSMUSG00000028573,ENSMUST00000176162.7,0.0006348769,0.0177286944,1.2480375117,1.800537529
Dusp5,ENSMUSG00000034765,ENSMUST00000038287.6,7.32350519693962E-06,0.0004646404,1.2462051233,1.7978939513
Trp63,ENSMUSG00000022510,ENSMUST00000115308.8,0.000000245,0.000025703,1.2411023676,1.7905322309
Slc25a24,ENSMUSG00000040322,ENSMUST00000029477.10,1.68354745500102E-07,1.846429799871E-05,1.2391531413,1.7877200919
Npm1,ENSMUSG00000057113,ENSMUST00000109354.9,9.58267463149337E-09,1.48427784577222E-06,1.2389598417,1.7874412195
Acsl3,ENSMUSG00000032883,ENSMUST00000142704.7,1.18838470298237E-12,4.73325585496882E-10,1.2376863271,1.7856039262
Eif3l,ENSMUSG00000033047,ENSMUST00000230032.1,0.0008056121,0.0215207708,1.2348984888,1.7815819258
Cp,ENSMUSG00000003617,ENSMUST00000091309.11,5.73193826665078E-14,2.66349092806396E-11,1.2340092043,1.7802989594
Arpp19,ENSMUSG00000007656,ENSMUST00000166549.1,0.0003700007,0.0116114032,1.2322915224,1.7778208684
Slc9a7,ENSMUSG00000037341,ENSMUST00000072451.10,7.38134592543963E-10,1.61575222193518E-07,1.2308442773,1.775732935
Lmo7,ENSMUSG00000033060,ENSMUST00000162091.7,0.0001570864,0.0059651167,1.2253255453,1.7677710877
Eif5a,ENSMUSG00000078812,ENSMUST00000108610.7,0.0001627501,0.0061318376,1.2242802957,1.7662631113
Pop1,ENSMUSG00000022325,ENSMUST00000079028.5,0.0017120431,0.0384177308,1.2217956731,1.7626785586
Kcnk5,ENSMUSG00000023243,ENSMUST00000024011.9,4.25494120811762E-08,5.66235448775206E-06,1.2214319696,1.7621538453
Aldh1a3,ENSMUSG00000015134,ENSMUST00000015278.14,2.44042837335533E-08,3.46586627940354E-06,1.2170476339,1.7558285859
Met,ENSMUSG00000009376,ENSMUST00000115443.7,2.54187905297577E-17,1.84970500196471E-14,1.2156931482,1.7538744761
Cd82,ENSMUSG00000027215,ENSMUST00000028644.10,2.90230279782182E-07,2.97376568876239E-05,1.215440299,1.7535096919
Tmsb10,ENSMUSG00000079523,ENSMUST00000114050.7,1.03487065493152E-05,0.0006250878,1.2116797515,1.7480843687
Musk,ENSMUSG00000057280,ENSMUST00000084578.11,1.73043534955143E-06,0.0001368155,1.2091442092,1.7444263544
Nubp1,ENSMUSG00000022503,ENSMUST00000023146.4,1.14033522936593E-11,3.70594957700622E-09,1.2039339943,1.7369096032
Cdk18,ENSMUSG00000026437,ENSMUST00000027697.11,5.8496357731067E-06,0.0003830318,1.1924206235,1.7202993201
Ctps,ENSMUSG00000028633,ENSMUST00000030381.7,8.00057774143814E-05,0.0034540718,1.187337296,1.7129656287
Usp31,ENSMUSG00000063317,ENSMUST00000046929.6,5.18062103713451E-06,0.0003460694,1.185407354,1.710181311
Ammecr1,ENSMUSG00000042225,ENSMUST00000041317.2,4.75624694387298E-13,1.99962435998241E-10,1.1851752705,1.7098464853
Gnl3,ENSMUSG00000042354,ENSMUST00000227389.1,1.84905536224347E-05,0.0010299686,1.1753699363,1.6957003783
Pkm,ENSMUSG00000032294,ENSMUST00000213220.1,0.0006858609,0.0188934532,1.1680623612,1.6851577759
Maco1,ENSMUSG00000028826,ENSMUST00000150031.1,4.03692881009257E-05,0.0019691366,1.1678937307,1.6849144936
Zbtb18,ENSMUSG00000063659,ENSMUST00000094276.4,7.68033642704348E-06,0.0004855017,1.1633728502,1.6783922417
Tubb6,ENSMUSG00000001473,ENSMUST00000001513.6,9.2406889200334E-08,1.10748193249079E-05,1.1621765226,1.6766663058
Mpzl3,ENSMUSG00000070305,ENSMUST00000114664.7,3.46489189065861E-05,0.0017266766,1.1561974846,1.6680403773
Slc6a6,ENSMUSG00000030096,ENSMUST00000205477.1,0.0016515927,0.0374179266,1.1472543954,1.6551382269
Abhd17c,ENSMUSG00000038459,ENSMUST00000117085.1,0.0004833389,0.0143278737,1.1464138527,1.6539255801
Olfr1033,ENSMUSG00000045392,ENSMUST00000213774.1,1.99569423642678E-05,0.0010989388,1.1463094502,1.6537749591
Chrnb1,ENSMUSG00000041189,ENSMUST00000045971.8,2.05163387655316E-20,2.41513780761446E-17,1.1448790499,1.6517113277
Ampd3,ENSMUSG00000005686,ENSMUST00000005829.12,0.0002474101,0.0084719178,1.1424629042,1.6482255663
Spg21,ENSMUSG00000032388,ENSMUST00000034955.7,4.79259392966472E-06,0.0003234116,1.1411570972,1.646341685
Fez1,ENSMUSG00000032118,ENSMUST00000161978.1,0.0016407853,0.0372556032,1.1410275811,1.6461548327
Thyn1,ENSMUSG00000035443,ENSMUST00000213683.1,0.000020475,0.0011239625,1.1348816666,1.6372881524
Zfp593,ENSMUSG00000028840,ENSMUST00000030644.7,4.11390593367151E-05,0.001997488,1.1318462847,1.632909022
Olfr1388,ENSMUSG00000047702,ENSMUST00000215226.1,4.46995357538059E-09,7.61372510445774E-07,1.1286692629,1.6283255484
